id_code,current_date,current_time,source_name,destination_name,train_name,target,country_code_source,longitude_source,latitude_source,mean_halt_times_source,country_code_destination,longitude_destination,latitude_destination,mean_halt_times_destination,current_year,current_week,current_day,is_weekend
rnkwsusotmptpvi,2016-07-27,08:24:17 PM,station$147,station$1,UNDEFINED,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
oporgcbuyvvahtz,2016-07-27,08:26:37 PM,station$147,station$1,UNDEFINED,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
sbgtmxklosjzans,2016-07-27,08:27:41 PM,station$147,station$1,UNDEFINED,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
wwrbotqorqjpxyc,2016-07-27,08:28:07 PM,station$147,station$1,UNDEFINED,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
vqkowtjryvqaxxg,2016-07-27,08:30:04 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
xlialzbzpotucfk,2016-07-27,08:31:09 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
tpbrszvhmjicdau,2016-07-27,08:31:32 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
jpuajelylpumkxj,2016-07-27,08:31:55 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
qxgdawxxjyvzwbs,2016-07-27,08:32:59 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
onrinhzjpkaoyxm,2016-07-27,08:35:51 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
kjgtzcrbuszehat,2016-07-27,08:35:58 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
jakgaozencuwroe,2016-07-27,08:36:02 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
megwxrpkcijqfhs,2016-07-27,08:36:05 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
awfeznldweqfiug,2016-07-27,08:36:15 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
vgpkacdituxtdtb,2016-07-27,08:36:42 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
lsfykrqzpwtnooz,2016-07-27,08:36:45 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.16473988439,,,,,2016,30,Wednesday,False
mgtoldpcbopaoba,2016-07-27,11:41:46 PM,station$130,station$214,ICWVYA,high,whber,4.360846,50.859663,640.26589595376,whber,4.482785,51.017648,306.52312138727996,2016,30,Wednesday,False
hbvekntxnxearzq,2016-07-28,12:04:25 AM,station$248,station$248,ICZVXY,low,whber,5.497685,50.967057000000004,39.476878612717,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
eyzbjqaybcztzlg,2016-07-28,12:05:57 AM,station$248,station$1,ICZVXY,low,whber,5.497685,50.967057000000004,39.476878612717,,,,,2016,30,Thursday,False
rfwvjolvzoekxsq,2016-07-28,12:18:09 AM,station$248,station$147,ICZVXY,low,whber,5.497685,50.967057000000004,39.476878612717,whber,4.356801,50.845658,634.16473988439,2016,30,Thursday,False
jcbfhwsqzpcifpe,2016-07-28,12:38:28 AM,station$177,station$130,ICXUYS,high,whber,4.482076,50.896456,171.02023121387,whber,4.360846,50.859663,640.26589595376,2016,30,Thursday,False
qfnccvisvjzlkxg,2016-07-28,08:50:27 AM,station$544,station$147,ICZVAT,medium,whber,3.710675,51.035896,309.01445086705,whber,4.356801,50.845658,634.16473988439,2016,30,Thursday,False
oahokytmplgpfqr,2016-07-28,09:15:50 AM,station$141,station$147,SZAYASA,low,whber,4.289895,50.872625,39.121387283237,whber,4.356801,50.845658,634.16473988439,2016,30,Thursday,False
nppgqogzjvewkck,2016-07-28,09:36:02 AM,station$544,station$150,ICVAS,medium,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
gpxuoktvogpdngd,2016-07-28,09:36:31 AM,station$544,station$150,ICVAS,medium,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
fboouznrtafsqlc,2016-07-28,10:04:57 AM,station$150,station$544,ICTUSAY,low,whber,4.336531,50.835707,686.61560693642,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
vsqrhvveicengtw,2016-07-28,10:12:11 AM,station$150,station$544,ICTUSAY,low,whber,4.336531,50.835707,686.61560693642,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
vkjgtzhahghsucu,2016-07-28,10:30:23 AM,station$544,station$150,ICVAS,medium,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
fzizzwwsemirohs,2016-07-28,10:31:15 AM,station$544,station$150,ICYSAS,medium,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
uhjeydkrptgrbjh,2016-07-28,10:31:57 AM,station$544,station$150,ICXUAS,low,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
tzxlhdidiazrhxn,2016-07-28,10:33:05 AM,station$544,station$150,ICYSAS,medium,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
oafzvahydpqfluo,2016-07-28,10:59:01 AM,station$178,station$150,ICXZXZ,high,whber,4.421101,51.2172,467.98265895954,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
kwdijfmhwknlapp,2016-07-28,11:10:47 AM,station$178,station$150,THARXYY,high,whber,4.421101,51.2172,467.98265895954,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
ozttougayrkrjdx,2016-07-28,01:16:06 PM,station$544,station$150,PTAAR,high,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
tcxoegzlkzoxakm,2016-07-28,01:17:09 PM,station$544,station$150,PTAAR,high,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
cffnnhtgkezdtos,2016-07-28,03:06:29 PM,station$530,station$544,LVUW,low,whber,3.4478480000000005,51.092295,78.488439306358,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
vdgkrlpfglasavj,2016-07-28,03:33:06 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.98265895954,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
qwfztcqcvglgdsw,2016-07-28,03:33:26 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.98265895954,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
uysfbkosmxrfmzb,2016-07-28,03:33:30 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.98265895954,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
oyxkxjycnopuzud,2016-07-28,03:33:34 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.98265895954,whber,4.336531,50.835707,686.61560693642,2016,30,Thursday,False
wexefjclfkjlqkv,2016-07-28,04:44:52 PM,station$147,station$544,ICZVXS,medium,whber,4.356801,50.845658,634.16473988439,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
rqpkkjvqmomcnse,2016-07-28,05:53:40 PM,station$266,station$147,ICZTXR,medium,whber,4.715866,50.88228,351.9161849711,whber,4.356801,50.845658,634.16473988439,2016,30,Thursday,False
lsppdmdbdnaeshv,2016-07-28,07:12:04 PM,station$147,station$544,ICVWA,low,whber,4.356801,50.845658,634.16473988439,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
spkmiaivouszneo,2016-07-28,08:17:09 PM,station$588,station$544,ICTZR,low,whber,3.987794,51.108062,103.95664739884,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
zgupmaexlucewag,2016-07-28,08:26:52 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
vrvwckgypytddbv,2016-07-28,08:34:57 PM,station$147,station$266,ICVZV,medium,whber,4.356801,50.845658,634.16473988439,whber,4.715866,50.88228,351.9161849711,2016,30,Thursday,False
cvfzmccwsybtkda,2016-07-28,08:46:18 PM,station$544,station$530,LVRZ,low,whber,3.710675,51.035896,309.01445086705,whber,3.4478480000000005,51.092295,78.488439306358,2016,30,Thursday,False
cmcoxdnnceewlms,2016-07-28,08:48:59 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
wmsmvxmzcayjzax,2016-07-28,08:50:00 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
hgsrcsdegomspfx,2016-07-28,08:51:01 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
jzennsbzjflpytj,2016-07-28,09:10:11 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
zndqjekknthmcwp,2016-07-28,09:15:16 PM,station$266,station$248,ICZVZS,low,whber,4.715866,50.88228,351.9161849711,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
qamewfrnososvhf,2016-07-28,09:16:09 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
vcgwnuaqkpfstfr,2016-07-28,09:33:21 PM,station$147,station$544,ICWWY,low,whber,4.356801,50.845658,634.16473988439,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
jeyrmnnxmpvfipq,2016-07-28,09:58:40 PM,station$147,station$544,ICVWX,low,whber,4.356801,50.845658,634.16473988439,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
iryubitkpixugeu,2016-07-28,10:02:39 PM,station$530,station$529,LVRY,low,whber,3.4478480000000005,51.092295,78.488439306358,whber,3.3867300000000005,51.107611999999996,25.867052023120998,2016,30,Thursday,False
wdzflhkfshycnvs,2016-07-28,10:28:40 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Thursday,False
akvxsccrindqlrn,2016-07-28,11:40:30 PM,station$147,station$544,ICVWX,low,whber,4.356801,50.845658,634.16473988439,whber,3.710675,51.035896,309.01445086705,2016,30,Thursday,False
foxwoxqkjxwpzxe,2016-07-29,12:45:26 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Friday,False
kohltjnvxwcbmdx,2016-07-29,12:45:57 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Friday,False
bikycyokwdjdwra,2016-07-29,01:03:18 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Friday,False
jwcpmxwbarfjgey,2016-07-29,02:32:11 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Friday,False
ipqubuspmmnhjub,2016-07-29,12:21:33 PM,station$530,station$525,ICYSXY,medium,whber,3.4478480000000005,51.092295,78.488439306358,whber,3.216726,51.197226,164.41907514451,2016,30,Friday,False
lsstygwdwmqgukx,2016-07-29,12:34:26 PM,station$525,station$526,LVSY,low,whber,3.216726,51.197226,164.41907514451,whber,3.201795,51.223115,13.263005780347,2016,30,Friday,False
yerbvtjjbsjekds,2016-07-29,12:34:36 PM,station$526,station$539,LVSY,low,whber,3.201795,51.223115,13.263005780347,whber,3.194505,51.294714,13.263005780347,2016,30,Friday,False
bshnefnsxeqcrbi,2016-07-29,12:34:45 PM,station$539,station$533,LVSY,low,whber,3.194505,51.294714,13.263005780347,whber,3.1866659999999998,51.324549,5.7456647398844005,2016,30,Friday,False
gzetnkoxevjaigj,2016-07-29,12:43:57 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Friday,False
ujgpwcilodjwdxy,2016-07-29,01:03:35 PM,station$533,station$539,LVUX,low,whber,3.1866659999999998,51.324549,5.7456647398844005,whber,3.194505,51.294714,13.263005780347,2016,30,Friday,False
jledpgwgacdhhce,2016-07-29,01:03:40 PM,station$539,station$526,LVUX,low,whber,3.194505,51.294714,13.263005780347,whber,3.201795,51.223115,13.263005780347,2016,30,Friday,False
hqparpjxifbuilw,2016-07-29,01:03:46 PM,station$526,station$525,LVUX,low,whber,3.201795,51.223115,13.263005780347,whber,3.216726,51.197226,164.41907514451,2016,30,Friday,False
yqpvhhkeznrvyhq,2016-07-29,01:09:36 PM,station$141,station$133,SWYZSX,low,whber,4.289895,50.872625,39.121387283237,whber,4.326219999999999,50.880833,95.676300578035,2016,30,Friday,False
ejupyxmftewzohx,2016-07-29,01:25:15 PM,station$133,station$147,ICXYXV,low,whber,4.326219999999999,50.880833,95.676300578035,whber,4.356801,50.845658,634.16473988439,2016,30,Friday,False
pjkewdzfrqimyxa,2016-07-29,01:45:50 PM,station$525,station$530,ICYSZX,low,whber,3.216726,51.197226,164.41907514451,whber,3.4478480000000005,51.092295,78.488439306358,2016,30,Friday,False
nncnyfwvntwpyuw,2016-07-29,06:43:23 PM,station$141,station$147,SZAYASR,low,whber,4.289895,50.872625,39.121387283237,whber,4.356801,50.845658,634.16473988439,2016,30,Friday,False
cjgnpefzmfikctu,2016-07-30,10:30:05 AM,station$544,station$549,ICXUXZ,medium,whber,3.710675,51.035896,309.01445086705,whber,3.127212,51.025163,53.095375722543004,2016,30,Saturday,True
aimxhkkndepvgru,2016-07-30,10:44:26 AM,station$544,station$147,ICVAR,low,whber,3.710675,51.035896,309.01445086705,whber,4.356801,50.845658,634.16473988439,2016,30,Saturday,True
oywiyjcvbkgeemh,2016-07-30,10:45:10 AM,station$544,station$147,ICZVAR,low,whber,3.710675,51.035896,309.01445086705,whber,4.356801,50.845658,634.16473988439,2016,30,Saturday,True
riapovgpmnjmido,2016-07-30,03:15:19 PM,station$96,station$147,ICXXXU,high,whber,4.432823,50.924583,130.41329479768999,whber,4.356801,50.845658,634.16473988439,2016,30,Saturday,True
ruvrothjoqnitju,2016-07-30,03:15:46 PM,station$96,station$185,ICXZZW,low,whber,4.432823,50.924583,130.41329479768999,whber,4.432221,51.19923,421.64450867052,2016,30,Saturday,True
hvjetvvlrwttuci,2016-07-30,03:42:22 PM,station$214,station$225,ICXZZW,low,whber,4.482785,51.017648,306.52312138727996,whber,4.489914,51.029883,91.372832369942,2016,30,Saturday,True
kufxsinmfwchbge,2016-07-30,03:42:27 PM,station$225,station$189,ICXZZW,low,whber,4.489914,51.029883,91.372832369942,whber,4.455737,51.171256,64.893063583815,2016,30,Saturday,True
fcqnqjuijxgteku,2016-07-30,03:42:32 PM,station$189,station$185,ICXZZW,low,whber,4.455737,51.171256,64.893063583815,whber,4.432221,51.19923,421.64450867052,2016,30,Saturday,True
sbiidqmypntsshg,2016-07-30,03:57:46 PM,station$185,station$200,ICWYXU,medium,whber,4.432221,51.19923,421.64450867052,whber,4.560614,51.135758,154.41329479768999,2016,30,Saturday,True
zczzekivlyaeswz,2016-07-30,04:07:45 PM,station$200,station$202,ICWYXU,medium,whber,4.560614,51.135758,154.41329479768999,whber,4.618459,51.151057,29.56936416185,2016,30,Saturday,True
vevxedonlzfpkas,2016-07-31,04:39:07 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Sunday,True
efjmqdbbxpexhqq,2016-07-31,04:39:14 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.26589595376,whber,5.497685,50.967057000000004,39.476878612717,2016,30,Sunday,True
eddhuogvvmldesc,2016-07-31,07:31:07 PM,station$525,station$525,ICYXZS,high,whber,3.216726,51.197226,164.41907514451,whber,3.216726,51.197226,164.41907514451,2016,30,Sunday,True
xjlhagnhpanizhy,2016-07-31,09:02:35 PM,station$212,station$205,ICWYYA,low,whber,4.9374150000000006,51.322032,48.526011560693995,whber,4.829535,51.181513,101.30924855491,2016,30,Sunday,True
vghatuamculbrgs,2016-07-31,09:02:50 PM,station$205,station$261,ICWWYA,medium,whber,4.829535,51.181513,101.30924855491,whber,4.847585,51.188057,45.528901734104004,2016,30,Sunday,True
xvbrqkzjhflrtzo,2016-07-31,09:02:55 PM,station$259,station$252,ICWWYA,low,whber,5.116336,51.19105,59.751445086705,whber,5.164986,51.169098999999996,28.393063583814996,2016,30,Sunday,True
yojhbmhejtrrmer,2016-08-01,04:38:21 PM,station$530,station$544,ICYSZW,low,whber,3.4478480000000005,51.092295,78.488439306358,whber,3.710675,51.035896,309.01445086705,2016,31,Monday,False
zwpjxgdoucggumj,2016-08-01,04:38:54 PM,station$544,station$571,ICTXU,low,whber,3.710675,51.035896,309.01445086705,whber,3.740591,51.056365,80.534682080925,2016,31,Monday,False
smcrbyoaqqhekns,2016-08-01,04:39:00 PM,station$571,station$588,ICTXU,low,whber,3.740591,51.056365,80.534682080925,whber,3.987794,51.108062,103.95664739884,2016,31,Monday,False
rjfctrvslkplsgl,2016-08-01,04:39:08 PM,station$588,station$592,ICTXU,low,whber,3.987794,51.108062,103.95664739884,whber,4.142966,51.171471999999994,127.58381502889999,2016,31,Monday,False
yvqtyfzpoxsizrt,2016-08-02,09:11:32 AM,station$241,station$150,ICYYXZ,low,whber,5.327627,50.930822,180.59826589595002,whber,4.336531,50.835707,686.61560693642,2016,31,Tuesday,False
eegfvurkzktufvj,2016-08-02,09:39:50 AM,station$544,station$150,ICVAS,low,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,31,Tuesday,False
sovamfnzcvgtwue,2016-08-02,10:12:37 AM,station$130,station$147,ICYYXZ,low,whber,4.360846,50.859663,640.26589595376,whber,4.356801,50.845658,634.16473988439,2016,31,Tuesday,False
ezhuvhefsuoczbd,2016-08-02,10:12:43 AM,station$272,station$130,ICYYXZ,low,whber,4.824043,50.984406,123.80057803468,whber,4.360846,50.859663,640.26589595376,2016,31,Tuesday,False
rrqfwpsaurjdjgj,2016-08-02,10:12:46 AM,station$247,station$272,ICYYXZ,low,whber,5.050031,50.993341,84.919075144509,whber,4.824043,50.984406,123.80057803468,2016,31,Tuesday,False
mivzlivenadjcbf,2016-08-02,10:21:57 AM,station$150,station$544,ICYSXZ,low,whber,4.336531,50.835707,686.61560693642,whber,3.710675,51.035896,309.01445086705,2016,31,Tuesday,False
rgmijzspkcdvnxd,2016-08-02,10:44:44 AM,station$150,station$64,TGVRSYU,medium,whber,4.336531,50.835707,686.61560693642,aqfre,5.317243,43.455128,3.9710982658960003,2016,31,Tuesday,False
cdlusevxoyhbsxv,2016-08-02,11:19:33 AM,station$592,station$588,ICTZA,low,whber,4.142966,51.171471999999994,127.58381502889999,whber,3.987794,51.108062,103.95664739884,2016,31,Tuesday,False
awxvkgbmotepeuk,2016-08-02,11:19:43 AM,station$588,station$571,ICTZA,low,whber,3.987794,51.108062,103.95664739884,whber,3.740591,51.056365,80.534682080925,2016,31,Tuesday,False
kjuqpuxrjmxfycj,2016-08-02,11:19:47 AM,station$571,station$544,ICTZA,low,whber,3.740591,51.056365,80.534682080925,whber,3.710675,51.035896,309.01445086705,2016,31,Tuesday,False
inwosstbvqmihnt,2016-08-02,11:38:11 AM,station$544,station$525,ICVXY,medium,whber,3.710675,51.035896,309.01445086705,whber,3.216726,51.197226,164.41907514451,2016,31,Tuesday,False
ikotsbmkxkjxvzx,2016-08-02,01:53:08 PM,station$544,station$150,ICZVAU,high,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,31,Tuesday,False
dmdqywgvxvmpeez,2016-08-02,01:54:01 PM,station$241,station$130,ICYYXA,medium,whber,5.327627,50.930822,180.59826589595002,whber,4.360846,50.859663,640.26589595376,2016,31,Tuesday,False
uiqfhdspvteuoql,2016-08-02,03:39:07 PM,station$544,station$571,ICTXU,low,whber,3.710675,51.035896,309.01445086705,whber,3.740591,51.056365,80.534682080925,2016,31,Tuesday,False
hyyvonkhvbrgexa,2016-08-02,03:39:12 PM,station$571,station$588,ICTXU,low,whber,3.740591,51.056365,80.534682080925,whber,3.987794,51.108062,103.95664739884,2016,31,Tuesday,False
sgwzwkzezpsblxv,2016-08-02,03:48:52 PM,station$588,station$592,ICTXU,low,whber,3.987794,51.108062,103.95664739884,whber,4.142966,51.171471999999994,127.58381502889999,2016,31,Tuesday,False
urnnnzanmjmszht,2016-08-02,04:07:11 PM,station$178,station$571,ICZSXT,low,whber,4.421101,51.2172,467.98265895954,whber,3.740591,51.056365,80.534682080925,2016,31,Tuesday,False
aclmyiqylxnobpp,2016-08-02,04:17:36 PM,station$592,station$185,ICTXU,low,whber,4.142966,51.171471999999994,127.58381502889999,whber,4.432221,51.19923,421.64450867052,2016,31,Tuesday,False
byfmwzofebqzzpn,2016-08-02,04:17:43 PM,station$185,station$178,ICTXU,low,whber,4.432221,51.19923,421.64450867052,whber,4.421101,51.2172,467.98265895954,2016,31,Tuesday,False
vlbkwzumruyjhlk,2016-08-02,05:02:57 PM,station$178,station$185,ICWYXT,low,whber,4.421101,51.2172,467.98265895954,whber,4.432221,51.19923,421.64450867052,2016,31,Tuesday,False
qorioidhinuydrt,2016-08-02,05:03:03 PM,station$185,station$200,ICWYXT,low,whber,4.432221,51.19923,421.64450867052,whber,4.560614,51.135758,154.41329479768999,2016,31,Tuesday,False
rwnkggzetcqjafd,2016-08-02,05:03:08 PM,station$200,station$205,ICWYXT,low,whber,4.560614,51.135758,154.41329479768999,whber,4.829535,51.181513,101.30924855491,2016,31,Tuesday,False
rbnruqwmdosrgth,2016-08-02,05:30:18 PM,station$213,station$212,ICWYXT,low,whber,4.893089,51.241021,48.526011560693995,whber,4.9374150000000006,51.322032,48.526011560693995,2016,31,Tuesday,False
pduilazhedgewxn,2016-08-03,12:34:14 AM,station$212,station$150,ICWYZU,high,whber,4.9374150000000006,51.322032,48.526011560693995,whber,4.336531,50.835707,686.61560693642,2016,31,Wednesday,False
barxirlvhofebkr,2016-08-03,12:34:56 AM,station$212,station$150,ICWYZU,high,whber,4.9374150000000006,51.322032,48.526011560693995,whber,4.336531,50.835707,686.61560693642,2016,31,Wednesday,False
wunpqnpcsntzyvt,2016-08-03,02:15:45 PM,station$248,station$150,ICZVXT,low,whber,5.497685,50.967057000000004,39.476878612717,whber,4.336531,50.835707,686.61560693642,2016,31,Wednesday,False
olucilpkcjoymdn,2016-08-04,09:30:09 AM,station$212,station$213,ICWYAR,low,whber,4.9374150000000006,51.322032,48.526011560693995,whber,4.893089,51.241021,48.526011560693995,2016,31,Thursday,False
dsrwstfdnuscsbu,2016-08-04,09:43:08 AM,station$213,station$205,ICWYAR,low,whber,4.893089,51.241021,48.526011560693995,whber,4.829535,51.181513,101.30924855491,2016,31,Thursday,False
ghrwwajormpoqfg,2016-08-04,09:43:13 AM,station$205,station$200,ICWYAR,low,whber,4.829535,51.181513,101.30924855491,whber,4.560614,51.135758,154.41329479768999,2016,31,Thursday,False
uxifwmzagttxwww,2016-08-04,10:04:46 AM,station$200,station$185,ICWYAR,low,whber,4.560614,51.135758,154.41329479768999,whber,4.432221,51.19923,421.64450867052,2016,31,Thursday,False
ylwolvybiwagyqs,2016-08-04,10:19:44 AM,station$188,station$595,ICZSXZ,low,whber,4.3902589999999995,51.197828,71.193641618497,whber,4.259519999999999,51.208335999999996,48.208092485549,2016,31,Thursday,False
ydzyneihpuswmcv,2016-08-04,10:34:25 AM,station$592,station$588,ICZSXZ,medium,whber,4.142966,51.171471999999994,127.58381502889999,whber,3.987794,51.108062,103.95664739884,2016,31,Thursday,False
oegyvnybdvoinle,2016-08-04,10:43:27 AM,station$588,station$571,ICZSXZ,medium,whber,3.987794,51.108062,103.95664739884,whber,3.740591,51.056365,80.534682080925,2016,31,Thursday,False
uslwzkdrxtjbhmq,2016-08-04,10:57:38 AM,station$571,station$544,ICZSXZ,medium,whber,3.740591,51.056365,80.534682080925,whber,3.710675,51.035896,309.01445086705,2016,31,Thursday,False
