order_date,route_no,from_stop,to_stop,departure_time,travel_date,passengers_booked_index
21-10-2015 00:00,9288,2655,2790,18:30:00,12/11/2015 0:00,0.6426
12/11/2015 0:00,9288,2655,2790,18:30:00,12/11/2015 0:00,13.5
25-11-2015 00:00,8192,2655,2790,19:00:00,4/12/2015 0:00,0.6426
12/11/2015 0:00,8192,2655,2790,19:00:00,14-11-2015 00:00,3.85695
25-10-2015 00:00,9288,2655,2790,18:30:00,28-10-2015 00:00,1.92834
26-10-2015 00:00,9288,2655,2790,18:30:00,28-10-2015 00:00,3.21408
26-11-2015 00:00,8192,2655,2790,19:00:00,4/12/2015 0:00,0.6426
27-10-2015 00:00,8192,2655,2790,19:00:00,7/11/2015 0:00,1.28547
15-11-2015 00:00,9288,2655,2790,18:30:00,19-11-2015 00:00,1.92834
17-11-2015 00:00,8192,2655,2790,19:00:00,21-11-2015 00:00,4.49982
18-11-2015 00:00,9288,2655,2790,18:30:00,19-11-2015 00:00,1.92834
9/4/2016 0:00,8192,2655,2790,19:00:00,26-05-2016 00:00,1.28547
29-11-2015 00:00,9288,2655,2790,18:30:00,2/12/2015 0:00,0.6426
2/12/2015 0:00,8192,2655,2790,19:00:00,4/12/2015 0:00,4.49982
4/12/2015 0:00,8192,2655,2790,19:00:00,4/12/2015 0:00,5.14269
24-11-2015 00:00,9288,2655,2790,18:30:00,26-11-2015 00:00,5.78556
11/11/2015 0:00,8192,2655,2790,19:00:00,21-11-2015 00:00,0.6426
19-11-2015 00:00,8192,2655,2790,19:00:00,21-11-2015 00:00,6.42843
18-11-2015 00:00,9288,2655,2790,18:30:00,26-11-2015 00:00,0.6426
19-11-2015 00:00,9288,2655,2790,18:30:00,26-11-2015 00:00,0.6426
20-11-2015 00:00,9288,2655,2790,18:30:00,26-11-2015 00:00,2.57121
5/12/2015 0:00,9288,2655,2790,18:30:00,9/12/2015 0:00,3.21408
6/12/2015 0:00,9288,2655,2790,18:30:00,9/12/2015 0:00,3.21408
18-11-2015 00:00,8192,2655,2790,19:00:00,4/12/2015 0:00,0.6426
11/4/2016 0:00,8192,2655,2790,19:00:00,3/6/2016 0:00,0.6426
23-04-2016 00:00,8192,2655,2790,19:00:00,3/6/2016 0:00,0.6426
7/12/2015 0:00,8192,2655,2790,19:00:00,11/12/2015 0:00,3.85695
23-11-2015 00:00,9288,2655,2790,18:30:00,26-11-2015 00:00,5.14269
24-11-2015 00:00,8192,2655,2790,19:00:00,28-11-2015 00:00,1.92834
28-11-2015 00:00,8192,2655,2790,19:00:00,28-11-2015 00:00,7.71417
26-11-2015 00:00,9288,2655,2790,18:30:00,26-11-2015 00:00,8.35704
8/12/2015 0:00,9288,2655,2790,18:30:00,16-12-2015 00:00,1.28547
8/12/2015 0:00,8192,2655,2790,19:00:00,18-12-2015 00:00,1.28547
8/12/2015 0:00,9288,2655,2790,18:30:00,9/12/2015 0:00,5.14269
8/12/2015 0:00,8192,2655,2790,19:00:00,11/12/2015 0:00,3.21408
9/12/2015 0:00,9288,2655,2790,18:30:00,9/12/2015 0:00,8.99991
26-03-2016 00:00,8192,2655,2790,19:00:00,29-04-2016 00:00,1.92834
12/12/2015 0:00,9288,2655,2790,18:30:00,30-12-2015 00:00,0.6426
12/12/2015 0:00,9288,2655,2790,18:30:00,16-12-2015 00:00,1.28547
28-11-2015 00:00,8192,2655,2790,19:00:00,4/12/2015 0:00,0.6426
3/12/2015 0:00,9288,2655,2790,18:30:00,9/12/2015 0:00,0.6426
6/12/2015 0:00,9288,2655,2790,18:30:00,16-12-2015 00:00,0.6426
7/12/2015 0:00,9288,2655,2790,18:30:00,9/12/2015 0:00,4.49982
20-11-2015 00:00,9288,2655,2790,18:30:00,2/12/2015 0:00,0.6426
15-12-2015 00:00,9288,2655,2790,18:30:00,23-12-2015 00:00,1.28547
16-12-2015 00:00,9288,2655,2790,18:30:00,16-12-2015 00:00,5.14269
8/12/2015 0:00,8192,2655,2790,19:00:00,25-12-2015 00:00,1.28547
12/12/2015 0:00,9288,2655,2790,18:30:00,7/1/2016 0:00,0.6426
26-11-2015 00:00,8192,2655,2790,19:00:00,28-11-2015 00:00,2.57121
27-11-2015 00:00,8192,2655,2790,19:00:00,28-11-2015 00:00,5.78556
21-12-2015 00:00,8192,2655,2790,19:00:00,25-12-2015 00:00,0.6426
20-12-2015 00:00,8192,2655,2790,19:00:00,25-12-2015 00:00,2.57121
5/12/2015 0:00,8192,2655,2790,19:00:00,18-12-2015 00:00,0.6426
10/12/2015 0:00,8192,2655,2790,19:00:00,11/12/2015 0:00,2.57121
11/12/2015 0:00,8192,2655,2790,19:00:00,18-12-2015 00:00,0.6426
16-12-2015 00:00,8192,2655,2790,19:00:00,9/1/2016 0:00,1.28547
29-11-2015 00:00,8192,2655,2790,19:00:00,11/12/2015 0:00,0.6426
25-12-2015 00:00,9288,2655,2790,18:30:00,14-01-2016 00:00,3.85695
28-12-2015 00:00,9288,2655,2790,18:30:00,30-12-2015 00:00,1.28547
6/12/2015 0:00,8192,2655,2790,19:00:00,11/12/2015 0:00,5.14269
7/12/2015 0:00,8192,2655,2790,19:00:00,25-12-2015 00:00,1.28547
20-12-2015 00:00,9288,2655,2790,18:30:00,30-12-2015 00:00,1.28547
14-12-2015 00:00,9288,2655,2790,18:30:00,30-12-2015 00:00,1.28547
22-12-2015 00:00,9288,2655,2790,18:30:00,23-12-2015 00:00,5.14269
18-12-2015 00:00,8192,2655,2790,19:00:00,25-12-2015 00:00,1.28547
23-12-2015 00:00,8192,2655,2790,19:00:00,25-12-2015 00:00,2.57121
19-12-2015 00:00,9288,2655,2790,18:30:00,23-12-2015 00:00,1.28547
23-12-2015 00:00,9288,2655,2790,18:30:00,23-12-2015 00:00,10.28565
23-12-2015 00:00,9288,2655,2790,18:30:00,30-12-2015 00:00,0.6426
24-02-2016 00:00,8192,2655,2790,19:00:00,24-03-2016 00:00,1.28547
9/1/2016 0:00,8192,2655,2790,19:00:00,20-02-2016 00:00,0.6426
22-12-2015 00:00,8192,2655,2790,19:00:00,25-12-2015 00:00,1.92834
30-12-2015 00:00,8192,2655,2790,19:00:00,9/1/2016 0:00,1.28547
27-12-2015 00:00,9288,2655,2790,18:30:00,30-12-2015 00:00,1.92834
26-12-2015 00:00,9288,2655,2790,18:30:00,7/1/2016 0:00,1.28547
28-12-2015 00:00,8192,2655,2790,19:00:00,2/1/2016 0:00,1.28547
29-12-2015 00:00,9288,2655,2790,18:30:00,14-01-2016 00:00,0.6426
4/1/2016 0:00,9288,2655,2790,18:30:00,7/1/2016 0:00,3.85695
5/1/2016 0:00,8192,2655,2790,19:00:00,9/1/2016 0:00,3.21408
6/1/2016 0:00,8192,2655,2790,19:00:00,9/1/2016 0:00,5.78556
6/1/2016 0:00,9288,2655,2790,18:30:00,21-01-2016 00:00,0.6426
6/1/2016 0:00,9288,2655,2790,18:30:00,28-01-2016 00:00,0.6426
7/1/2016 0:00,9288,2655,2790,18:30:00,7/1/2016 0:00,7.0713
8/1/2016 0:00,8192,2655,2790,19:00:00,9/1/2016 0:00,1.92834
9/1/2016 0:00,8192,2655,2790,19:00:00,16-01-2016 00:00,2.57121
4/1/2016 0:00,9288,2655,2790,18:30:00,14-01-2016 00:00,1.28547
10/1/2016 0:00,8192,2655,2790,19:00:00,16-01-2016 00:00,3.21408
4/1/2016 0:00,8192,2655,2790,19:00:00,9/1/2016 0:00,1.28547
10/1/2016 0:00,9288,2655,2790,18:30:00,14-01-2016 00:00,1.28547
9/1/2016 0:00,8192,2655,2790,19:00:00,23-01-2016 00:00,1.28547
14-01-2016 00:00,9288,2655,2790,18:30:00,14-01-2016 00:00,7.71417
13-01-2016 00:00,9288,2655,2790,18:30:00,14-01-2016 00:00,5.14269
12/1/2016 0:00,8192,2655,2790,19:00:00,16-01-2016 00:00,5.14269
16-01-2016 00:00,8192,2655,2790,19:00:00,16-01-2016 00:00,7.71417
15-01-2016 00:00,9288,2655,2790,18:30:00,11/2/2016 0:00,0.6426
3/4/2016 0:00,9288,2655,2790,18:30:00,10/5/2016 0:00,0.6426
9/1/2016 0:00,9288,2655,2790,18:30:00,14-01-2016 00:00,1.28547
9/1/2016 0:00,9288,2655,2790,18:30:00,21-01-2016 00:00,0.6426
15-01-2016 00:00,9288,2655,2790,18:30:00,21-01-2016 00:00,0.6426
8/1/2016 0:00,8192,2655,2790,19:00:00,23-01-2016 00:00,0.6426
13-01-2016 00:00,8192,2655,2790,19:00:00,23-01-2016 00:00,0.6426
19-01-2016 00:00,9288,2655,2790,18:30:00,21-01-2016 00:00,3.85695
20-01-2016 00:00,9288,2655,2790,18:30:00,21-01-2016 00:00,5.14269
21-01-2016 00:00,8192,2655,2790,19:00:00,30-01-2016 00:00,0.6426
20-01-2016 00:00,8192,2655,2790,19:00:00,23-01-2016 00:00,1.28547
21-01-2016 00:00,63916,2790,2655,11:00:00,24-01-2016 00:00,1.28547
21-01-2016 00:00,63912,2655,2790,11:00:00,24-01-2016 00:00,0.6426
22-01-2016 00:00,63912,2655,2790,11:00:00,24-01-2016 00:00,1.28547
21-01-2016 00:00,63912,2655,2790,11:00:00,28-01-2016 00:00,1.92834
21-01-2016 00:00,63912,2655,2790,11:00:00,25-01-2016 00:00,0.6426
21-01-2016 00:00,63916,2790,2655,11:00:00,31-01-2016 00:00,0.6426
22-01-2016 00:00,63912,2655,2790,11:00:00,27-01-2016 00:00,0.6426
21-01-2016 00:00,63916,2790,2655,11:00:00,27-01-2016 00:00,0.6426
23-01-2016 00:00,63916,2790,2655,11:00:00,28-01-2016 00:00,0.6426
24-01-2016 00:00,63916,2790,2655,11:00:00,25-01-2016 00:00,5.14269
22-01-2016 00:00,63912,2655,2790,11:00:00,26-01-2016 00:00,2.57121
22-01-2016 00:00,63916,2790,2655,11:00:00,24-01-2016 00:00,8.35704
24-01-2016 00:00,63916,2790,2655,11:00:00,24-01-2016 00:00,3.85695
23-01-2016 00:00,63916,2790,2655,11:00:00,26-01-2016 00:00,1.92834
24-01-2016 00:00,63916,2790,2655,11:00:00,26-01-2016 00:00,2.57121
24-01-2016 00:00,63916,2790,2655,11:00:00,27-01-2016 00:00,1.28547
24-01-2016 00:00,63912,2655,2790,11:00:00,24-01-2016 00:00,5.78556
23-01-2016 00:00,63912,2655,2790,11:00:00,25-01-2016 00:00,0.6426
23-01-2016 00:00,63912,2655,2790,11:00:00,28-01-2016 00:00,1.92834
25-01-2016 00:00,63912,2655,2790,11:00:00,25-01-2016 00:00,3.21408
25-01-2016 00:00,63912,2655,2790,11:00:00,27-01-2016 00:00,1.28547
25-01-2016 00:00,63916,2790,2655,11:00:00,28-01-2016 00:00,2.57121
24-01-2016 00:00,9288,2655,2790,18:30:00,28-01-2016 00:00,1.28547
25-01-2016 00:00,63916,2790,2655,11:00:00,26-01-2016 00:00,7.0713
26-01-2016 00:00,63912,2655,2790,11:00:00,26-01-2016 00:00,6.42843
26-01-2016 00:00,63912,2655,2790,11:00:00,28-01-2016 00:00,8.35704
26-01-2016 00:00,63916,2790,2655,11:00:00,31-01-2016 00:00,2.57121
27-01-2016 00:00,63916,2790,2655,11:00:00,27-01-2016 00:00,17.35695
26-01-2016 00:00,63916,2790,2655,11:00:00,27-01-2016 00:00,8.99991
23-01-2016 00:00,63916,2790,2655,11:00:00,25-01-2016 00:00,0.6426
24-01-2016 00:00,63916,2790,2655,11:00:00,28-01-2016 00:00,1.92834
26-01-2016 00:00,9288,2655,2790,18:30:00,4/2/2016 0:00,0.6426
27-01-2016 00:00,8192,2655,2790,19:00:00,6/2/2016 0:00,1.92834
25-01-2016 00:00,9288,2655,2790,18:30:00,28-01-2016 00:00,1.28547
27-01-2016 00:00,63912,2655,2790,11:00:00,31-01-2016 00:00,0.6426
28-01-2016 00:00,9288,2655,2790,18:30:00,28-01-2016 00:00,12.21426
25-01-2016 00:00,63912,2655,2790,11:00:00,26-01-2016 00:00,6.42843
25-01-2016 00:00,63916,2790,2655,11:00:00,27-01-2016 00:00,1.92834
26-01-2016 00:00,63912,2655,2790,11:00:00,27-01-2016 00:00,10.92852
28-01-2016 00:00,63912,2655,2790,11:00:00,1/2/2016 0:00,0.6426
26-01-2016 00:00,63916,2790,2655,11:00:00,28-01-2016 00:00,1.92834
26-01-2016 00:00,8192,2655,2790,19:00:00,6/2/2016 0:00,0.6426
28-01-2016 00:00,63916,2790,2655,11:00:00,28-01-2016 00:00,10.28565
28-01-2016 00:00,63916,2790,2655,11:00:00,31-01-2016 00:00,3.21408
27-01-2016 00:00,63912,2655,2790,11:00:00,27-01-2016 00:00,5.78556
28-01-2016 00:00,63916,2790,2655,11:00:00,1/2/2016 0:00,0.6426
28-01-2016 00:00,63916,2790,2655,11:00:00,3/2/2016 0:00,1.28547
27-01-2016 00:00,63916,2790,2655,11:00:00,2/2/2016 0:00,0.6426
28-01-2016 00:00,63912,2655,2790,11:00:00,4/2/2016 0:00,0.6426
26-01-2016 00:00,63916,2790,2655,11:00:00,26-01-2016 00:00,3.21408
28-01-2016 00:00,8192,2655,2790,19:00:00,30-01-2016 00:00,1.28547
27-01-2016 00:00,63912,2655,2790,11:00:00,1/2/2016 0:00,1.28547
25-01-2016 00:00,63916,2790,2655,11:00:00,31-01-2016 00:00,1.92834
29-01-2016 00:00,63912,2655,2790,11:00:00,31-01-2016 00:00,3.85695
28-01-2016 00:00,63912,2655,2790,11:00:00,3/2/2016 0:00,3.85695
30-01-2016 00:00,8192,2655,2790,19:00:00,30-01-2016 00:00,8.99991
30-01-2016 00:00,63912,2655,2790,11:00:00,31-01-2016 00:00,3.85695
30-01-2016 00:00,63912,2655,2790,11:00:00,1/2/2016 0:00,0.6426
31-01-2016 00:00,63916,2790,2655,11:00:00,1/2/2016 0:00,6.42843
30-01-2016 00:00,63916,2790,2655,11:00:00,3/2/2016 0:00,3.85695
28-01-2016 00:00,63912,2655,2790,11:00:00,31-01-2016 00:00,0.6426
1/2/2016 0:00,63912,2655,2790,11:00:00,4/2/2016 0:00,5.14269
31-01-2016 00:00,9288,2655,2790,18:30:00,11/2/2016 0:00,0.6426
30-01-2016 00:00,63916,2790,2655,11:00:00,31-01-2016 00:00,1.92834
30-01-2016 00:00,9288,2655,2790,18:30:00,11/2/2016 0:00,1.92834
1/2/2016 0:00,63912,2655,2790,11:00:00,2/2/2016 0:00,2.57121
2/2/2016 0:00,63916,2790,2655,11:00:00,3/2/2016 0:00,4.49982
30-01-2016 00:00,63912,2655,2790,11:00:00,8/2/2016 0:00,1.28547
31-01-2016 00:00,63912,2655,2790,11:00:00,31-01-2016 00:00,5.78556
1/2/2016 0:00,63916,2790,2655,11:00:00,7/2/2016 0:00,1.28547
2/2/2016 0:00,63912,2655,2790,11:00:00,3/2/2016 0:00,5.14269
30-01-2016 00:00,8192,2655,2790,19:00:00,6/2/2016 0:00,3.21408
1/2/2016 0:00,8192,2655,2790,19:00:00,6/2/2016 0:00,1.92834
3/2/2016 0:00,63912,2655,2790,11:00:00,3/2/2016 0:00,4.49982
3/2/2016 0:00,63916,2790,2655,11:00:00,3/2/2016 0:00,5.14269
3/2/2016 0:00,63916,2790,2655,11:00:00,4/2/2016 0:00,3.21408
31-01-2016 00:00,63912,2655,2790,11:00:00,1/2/2016 0:00,0.6426
1/2/2016 0:00,63916,2790,2655,11:00:00,3/2/2016 0:00,3.85695
3/2/2016 0:00,63912,2655,2790,11:00:00,4/2/2016 0:00,2.57121
4/2/2016 0:00,63916,2790,2655,11:00:00,4/2/2016 0:00,10.92852
4/2/2016 0:00,63912,2655,2790,11:00:00,8/2/2016 0:00,0.6426
4/2/2016 0:00,9288,2655,2790,18:30:00,11/2/2016 0:00,0.6426
4/2/2016 0:00,9288,2655,2790,18:30:00,4/2/2016 0:00,7.0713
2/2/2016 0:00,9288,2655,2790,18:30:00,4/2/2016 0:00,4.49982
21-03-2016 00:00,8192,2655,2790,19:00:00,12/5/2016 0:00,0.6426
1/2/2016 0:00,63916,2790,2655,11:00:00,1/2/2016 0:00,3.85695
3/2/2016 0:00,9288,2655,2790,18:30:00,4/2/2016 0:00,4.49982
4/2/2016 0:00,63912,2655,2790,11:00:00,4/2/2016 0:00,4.49982
4/2/2016 0:00,8192,2655,2790,19:00:00,6/2/2016 0:00,1.28547
4/2/2016 0:00,63916,2790,2655,11:00:00,7/2/2016 0:00,2.57121
5/2/2016 0:00,63916,2790,2655,11:00:00,7/2/2016 0:00,1.92834
5/2/2016 0:00,63912,2655,2790,11:00:00,11/2/2016 0:00,2.57121
6/2/2016 0:00,8192,2655,2790,19:00:00,6/2/2016 0:00,4.49982
3/2/2016 0:00,63912,2655,2790,11:00:00,9/2/2016 0:00,0.6426
6/2/2016 0:00,63912,2655,2790,11:00:00,8/2/2016 0:00,2.57121
5/2/2016 0:00,63912,2655,2790,11:00:00,10/2/2016 0:00,0.6426
4/2/2016 0:00,63912,2655,2790,11:00:00,11/2/2016 0:00,1.28547
7/2/2016 0:00,63916,2790,2655,11:00:00,7/2/2016 0:00,8.35704
5/2/2016 0:00,63916,2790,2655,11:00:00,9/2/2016 0:00,0.6426
6/2/2016 0:00,63916,2790,2655,11:00:00,8/2/2016 0:00,1.28547
3/2/2016 0:00,8192,2655,2790,19:00:00,13-02-2016 00:00,0.6426
7/2/2016 0:00,63916,2790,2655,11:00:00,8/2/2016 0:00,5.14269
8/2/2016 0:00,63916,2790,2655,11:00:00,10/2/2016 0:00,3.85695
6/2/2016 0:00,63916,2790,2655,11:00:00,7/2/2016 0:00,3.85695
8/2/2016 0:00,63916,2790,2655,11:00:00,11/2/2016 0:00,1.92834
5/2/2016 0:00,8192,2655,2790,19:00:00,6/2/2016 0:00,2.57121
8/2/2016 0:00,63912,2655,2790,11:00:00,10/2/2016 0:00,5.78556
7/2/2016 0:00,8192,2655,2790,19:00:00,13-02-2016 00:00,0.6426
7/2/2016 0:00,63912,2655,2790,11:00:00,9/2/2016 0:00,1.28547
6/2/2016 0:00,63912,2655,2790,11:00:00,10/2/2016 0:00,0.6426
6/2/2016 0:00,9288,2655,2790,18:30:00,11/2/2016 0:00,1.92834
6/2/2016 0:00,63912,2655,2790,11:00:00,14-02-2016 00:00,0.6426
9/2/2016 0:00,63916,2790,2655,11:00:00,11/2/2016 0:00,5.14269
9/2/2016 0:00,63912,2655,2790,11:00:00,14-02-2016 00:00,1.92834
9/2/2016 0:00,63916,2790,2655,11:00:00,14-02-2016 00:00,0.6426
10/2/2016 0:00,9288,2655,2790,18:30:00,18-02-2016 00:00,1.28547
7/2/2016 0:00,9288,2655,2790,18:30:00,11/2/2016 0:00,0.6426
11/2/2016 0:00,9288,2655,2790,18:30:00,11/2/2016 0:00,12.85713
11/2/2016 0:00,63916,2790,2655,11:00:00,16-02-2016 00:00,3.21408
7/2/2016 0:00,63912,2655,2790,11:00:00,14-02-2016 00:00,1.28547
9/2/2016 0:00,63912,2655,2790,11:00:00,9/2/2016 0:00,5.78556
8/2/2016 0:00,63916,2790,2655,11:00:00,9/2/2016 0:00,1.92834
10/2/2016 0:00,8192,2655,2790,19:00:00,20-02-2016 00:00,0.6426
8/2/2016 0:00,63912,2655,2790,11:00:00,11/2/2016 0:00,0.6426
10/2/2016 0:00,63912,2655,2790,11:00:00,18-02-2016 00:00,0.6426
12/2/2016 0:00,63916,2790,2655,11:00:00,15-02-2016 00:00,1.28547
13-02-2016 00:00,9288,2655,2790,18:30:00,25-02-2016 00:00,1.28547
11/2/2016 0:00,63916,2790,2655,11:00:00,18-02-2016 00:00,3.85695
13-02-2016 00:00,63912,2655,2790,11:00:00,24-02-2016 00:00,0.6426
13-02-2016 00:00,63912,2655,2790,11:00:00,14-02-2016 00:00,5.14269
14-02-2016 00:00,8192,2655,2790,19:00:00,20-02-2016 00:00,1.28547
10/2/2016 0:00,8192,2655,2790,19:00:00,13-02-2016 00:00,0.6426
14-02-2016 00:00,63912,2655,2790,11:00:00,22-02-2016 00:00,0.6426
14-02-2016 00:00,63916,2790,2655,11:00:00,29-02-2016 00:00,1.92834
14-02-2016 00:00,63916,2790,2655,11:00:00,1/3/2016 0:00,0.6426
14-02-2016 00:00,63916,2790,2655,11:00:00,14-02-2016 00:00,7.0713
14-02-2016 00:00,63912,2655,2790,11:00:00,15-02-2016 00:00,3.21408
15-02-2016 00:00,63912,2655,2790,11:00:00,17-02-2016 00:00,2.57121
13-02-2016 00:00,8192,2655,2790,19:00:00,13-02-2016 00:00,10.92852
